"('P0', 'id')","('P1_b ', 'Genero')","('P2_f ', 'Cargo Atual')","('P2_i ', 'Quanto tempo de experiência na área de dados você tem?')","('P1_l ', 'Nivel de Ensino')","('P1_m ', 'Área de Formação')"
s9ukxowezb5yjhpgkyuws9ukxow6mdww,Masculino,Analista de Suporte/Analista Técnico,de 4 a 6 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
s9zsmml9ukrojgs6uctmls9zsmm5y0p1,Masculino,,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sak0yp88dwpzpsakkpkdy71ds0uzoz95,Feminino,Cientista de Dados/Data Scientist,de 1 a 2 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
sbnqyfcu13cdqow2dc7ojsbnqyfv21md,Feminino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Menos de 1 ano,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
sc421vjr9lhyy6cw0r1s8sc421vjmwia,Masculino,,Mais de 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
scu53rsu3w3jnh7luto23hscu53rs4vs,Masculino,,de 7 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sd1k5zyy801iuhrsdkcmi8u0iabtvdkc,Masculino,Analista de BI/BI Analyst,de 3 a 4 anos,Pós-graduação,Outras Engenharias
sd55ba9wfacy5jsdfws2ng6lvukml4fw,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sd59qvmz3yqrb0o6sd59qvhkrwlcbqzw,Masculino,,de 1 a 2 anos,Graduação/Bacharelado,Outras Engenharias
sddbb3d4y87nz6dgk2sddbin8ht77f6d,Masculino,Cientista de Dados/Data Scientist,de 5 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sdsf5cpva9l7qtsdsf5xf2v4e8tpw9f2,Masculino,,de 1 a 2 anos,Pós-graduação,Outras Engenharias
sdshjbkjyxi8z8ogsdsh2mx2wpt61n7b,Masculino,,,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
semuy4mied69qirfsemuyswb364qtp84,Feminino,Analista de Dados/Data Analyst,de 5 a 6 anos,Pós-graduação,Outras Engenharias
sesjxfcpmcuoh8xyiv4seikv4l3zvbyb,Feminino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 5 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sfff0rg6hkzftctezw5sfff0rg4skpwg,Masculino,Analista de BI/BI Analyst,de 1 a 2 anos,Graduação/Bacharelado,Outras Engenharias
sfqwocwss9a013fl4sfqwocb8953c0cx,Masculino,Analista de Dados/Data Analyst,de 7 a 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
sfysa2o74eroqfqacdfqsfysa9lqy4nl,Masculino,,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sg70vidqwj4szeleysg70v1isn7q1el4,Masculino,Analista de BI/BI Analyst,de 1 a 2 anos,Pós-graduação,Outra opção
sg8wasj032wnsg8pyrh3cdkd9daiquu0,Masculino,,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sgacp0vuokftn3ksgacp0bx2po54nmkp,Feminino,Analista de Negócios/Business Analyst,de 7 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sgckzamnmz3zmt05tnp1ysgckzk6wvqd,Masculino,Analista de BI/BI Analyst,de 7 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sgclpin7jerwn9m9p06ruoowsgclpiul,Feminino,,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sgfhuf2ry887zx0n3sgfhufvdo7hwvph,Masculino,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Menos de 1 ano,Graduação/Bacharelado,Outras Engenharias
sgtasijqd0ftqpgao6uiiwsgtaspdrvr,Feminino,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
sgv1zftniwrr9p5afvsgv1ze9lsdzsdv,Masculino,Analista de Dados/Data Analyst,de 3 a 4 anos,Graduação/Bacharelado,Outras Engenharias
sgxrp553vbhx6xyy30josgxrp556c7sj,Feminino,Analista de Negócios/Business Analyst,de 3 a 4 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
sgyc6pcxwn3xo1sbbk164sgyc61frykc,Masculino,Analista de Dados/Data Analyst,de 1 a 2 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
shab4y2u8ntq611o5vyshab4j2m8kduo,Masculino,Analista de Dados/Data Analyst,de 3 a 4 anos,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios
shewa9dfpvehgk21qshectitexggycca,Prefiro não informar,Cientista de Dados/Data Scientist,Mais de 10 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
sho62y1hrswbc9upspsholejq6v5920h,Masculino,Analista de Negócios/Business Analyst,de 3 a 4 anos,Pós-graduação,Outra opção
shzqp38kobjrtzysjnqveeu4287shzqp,Feminino,Cientista de Dados/Data Scientist,de 7 a 10 anos,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
sihgo7joo2orcxcwmdsihgo16gfbolzi,Feminino,Analista de Dados/Data Analyst,Menos de 1 ano,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
silec3bje1nifx97j2hdsilecro703n2,Masculino,Cientista de Dados/Data Scientist,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
simqrgqdbred9lau5jusimqrm7jz5mke,Masculino,,Mais de 10 anos,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
sixtwnnaso8p3y7m6wpjsixtwjs7tlgv,Masculino,Analista de BI/BI Analyst,Menos de 1 ano,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sj461ndrqz5ybfu3dpsj46jysdi20zpy,Masculino,Analista de BI/BI Analyst,de 4 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sj5lczbmy9234tgjgusj5lcivbmf4yk1,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
sj6m77fbd25g339i191sj6m7jwm9eyh9,Masculino,Analytics Engineer,de 1 a 2 anos,Pós-graduação,Outras Engenharias
sjizqn88jo3tg207sjiuol3jmcyoi5hf,Masculino,Analista de BI/BI Analyst,de 3 a 4 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
sjjntyn42habwt8crsjjnt73ngd90g9n,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Menos de 1 ano,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sjojpi5l9iom07ewsjojpi07k9nhqobg,Masculino,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),de 3 a 4 anos,Graduação/Bacharelado,Outras Engenharias
sju7mfy58xsltz0igbsju7iyaghslm3u,Masculino,,,Graduação/Bacharelado,Outras Engenharias
sjwuyl7l7rcyv1xr7usjri63jwvd3h12,Feminino,,,Não tenho graduação formal,
sjxe7rfsfhkly1xksjxe7r8izn7nc2vf,Feminino,Analista de Negócios/Business Analyst,de 1 a 2 anos,Graduação/Bacharelado,Outra opção
sk8hhr7hsmlssdatm48egosk8hl8rcwd,Feminino,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),de 7 a 10 anos,Graduação/Bacharelado,Outras Engenharias
skuntvw59d9krn4sc5hskuntvw45206a,Feminino,,,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
sl518mtnewz6kjhfj1osl518a9zlj68e,Masculino,Analista de BI/BI Analyst,de 3 a 4 anos,Pós-graduação,Outras Engenharias
slhvovrx40mjxaxxxhvcvslhvof0di6o,Masculino,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de 3 a 4 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
sljkn76suwzrcw0rsldsgfcq5hsbb1i4,Masculino,Cientista de Dados/Data Scientist,de 1 a 2 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
sljzwt4bw4mm0gk66mqnsljz65m185iy,Masculino,Analista de BI/BI Analyst,de 3 a 4 anos,Graduação/Bacharelado,Outras Engenharias
slt909hqyzaiouaslt93av90omxh78j1,Masculino,Analista de BI/BI Analyst,de 5 a 6 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
slx9onv2lvnqo000ugcslx9onv6cd0rf,Masculino,,Não tenho experiência na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
smgv3gxt8wvcf3opf5smgv3evukiy5vw,Feminino,Analista de Dados/Data Analyst,de 4 a 6 anos,Graduação/Bacharelado,Outras Engenharias
smjmn8csufgirpgnsmjma5bjn5d8f0wy,Masculino,,de 7 a 10 anos,Não tenho graduação formal,
smogg9zyadnboc5556npsmogiod0hfxp,Masculino,Cientista de Dados/Data Scientist,de 3 a 4 anos,Pós-graduação,Outras Engenharias
smufqda3epqe3zfd90smufqkbxmobbim,Feminino,,,Mestrado,Outra opção
snbc4okqbov2hlv2iasnbc4o9ljs36f9,Feminino,Analista de Dados/Data Analyst,de 3 a 4 anos,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
sni01ziuf0lazfntu3mbwsni08rohtge,Masculino,,,Pós-graduação,Outras Engenharias
snn7uf4dyoy0pg7snn7emje7ugn8bfae,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 1 a 2 anos,Graduação/Bacharelado,Outras Engenharias
soo9ldzkgfe2gqplk3b5q1psoo998oe8,Masculino,,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
sow754l2gh5f1gl7nsow754au2d8ndaq,Feminino,Analista de BI/BI Analyst,de 1 a 2 anos,Não tenho graduação formal,
sp9fnzfc137pu042szgsp9fnupkxjfy8,Masculino,Cientista de Dados/Data Scientist,de 1 a 2 anos,Pós-graduação,Química / Física
spdbezy1hmhe5b9mspd6i44bks21l32x,Masculino,,Mais de 10 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
spjldpze1fodp8gm8ftspjldxhv63bgv,Masculino,Analista de Dados/Data Analyst,de 3 a 4 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
spn6uavors90oznzusspn6ua6q705s4l,Masculino,,Mais de 10 anos,Pós-graduação,Outras Engenharias
sppgeqmfqrhxz1m0iodsppget0k4ub8s,Masculino,Analista de Dados/Data Analyst,Menos de 1 ano,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
spqjaycly57l4mtrt5klspqjaix0c3ld,Masculino,Analytics Engineer,de 7 a 10 anos,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo
sqbu98hc8wl369r30ep7usqbueh5jq34,Masculino,,Não tenho experiência na área de dados,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sreyrz6pg8s38ncxtqiesreyrzlmx78h,Masculino,Analista de BI/BI Analyst,de 1 a 2 anos,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
srtupdj6bipnkq2d1wixsrtupj2kflwz,Masculino,Analista de BI/BI Analyst,de 1 a 2 anos,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
ss4zgugfiwtmm6jpdtmss4zgurda25jo,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 5 a 6 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
ss7v07s6q6qfycss7vx4w200ok8ydo8t,Feminino,,de 7 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
ss95hman5j40qkdhv3amss95mqmkmb1l,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
ssf52ughzdnfagkz9vk5issf52uraolw,Masculino,Analista de BI/BI Analyst,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
sshz56r5uk91yefsshzky83q2wwduynm,Masculino,Analista de Dados/Data Analyst,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
ssx0vbdqj6j5snssx016gkq89at2y216,Feminino,Analista de Dados/Data Analyst,de 3 a 4 anos,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo
st4ev9k70appca53st4ev9k0mbq1tzr4,Feminino,Analista de Negócios/Business Analyst,de 5 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
stq5ejdfdwgoxh1fobnstq5kuing7nnv,Masculino,Cientista de Dados/Data Scientist,Mais de 10 anos,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI
su7mxu0xl3ortuqfsu7mxuxtpy3z25k6,Masculino,Analista de Dados/Data Analyst,de 1 a 2 anos,Graduação/Bacharelado,Outras Engenharias
suezdg51vsdxfspvsuezdt78i29sgnwx,Feminino,Cientista de Dados/Data Scientist,Menos de 1 ano,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
suxr8309vymb61xj5i0j3suxr83btlef,Masculino,,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
sv7fpcq7tr8moig8ug32bsv7fpcq7l35,Masculino,Cientista de Dados/Data Scientist,Mais de 10 anos,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI
svif3z1k8057nrwco7svif3zc2rxggkv,Masculino,Analista de BI/BI Analyst,de 5 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
svs89ypa2tha3gec930yrsvs89ypud15,Masculino,,de 5 a 6 anos,Graduação/Bacharelado,Outra opção
sw1tku4ysdv4w5du3sw1tku53nczs0pm,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sw66pftl6z1ckcdosw66pfdmk348cv1l,Masculino,Outra Opção,de 1 a 2 anos,Estudante de Graduação,Outra opção
swpky5pfmep7xg0swpky7qjqdmxxviwu,Masculino,Analista de BI/BI Analyst,Mais de 10 anos,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
swqaxs9i6jiaqv0swqaac3wd17fi0agc,Masculino,Analista de Dados/Data Analyst,de 7 a 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
swvg74whsoz3we89toutswvg7mfq5bot,Masculino,,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
swzdqc0g19yk3j4iizmscswzdqc0uxaj,Feminino,Analista de BI/BI Analyst,de 4 a 6 anos,Pós-graduação,Outras Engenharias
swzkd5q5z1nubmswca56xm9fmnp0lsaz,Outro,Analytics Engineer,de 3 a 4 anos,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
sx1gy3k2jpj8fpevojsx102ug7zy1xy0,Masculino,Cientista de Dados/Data Scientist,Menos de 1 ano,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sx9zotjypqr07k4xefbsx9zotji3p3da,Feminino,Outra Opção,de 1 a 2 anos,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
sxjlvjptb80sb39lxk0sxjlvy8dae2uo,Feminino,Analista de Dados/Data Analyst,de 1 a 2 anos,Pós-graduação,Outras Engenharias
sxnvffyetiv4joxqmxksxnvffcgp0ir0,Masculino,Analista de Negócios/Business Analyst,de 1 a 2 anos,Graduação/Bacharelado,Outras Engenharias
sxqktrxq88wd9k1v8vy9sxqktrkcoq7j,Masculino,,Não tenho experiência na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
sygxde1h2sp2kytpsygxyxmouiradukb,Masculino,Analista de Inteligência de Mercado/Market Intelligence,de 1 a 2 anos,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo
syu8sq4uo313k1s87wsyu8sqlk1c7j1i,Masculino,Professor/Pesquisador,Menos de 1 ano,Pós-graduação,Outras Engenharias
sz28sofk1itby06j3sz28sofnz7qjmiz,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
szf75d7c6ktkdpmxszf75bouz13zlnn4,Masculino,Analista de BI/BI Analyst,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
szf7dul1onr1m15xszf7d3z69r47uy3j,Masculino,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de 1 a 2 anos,Mestrado,Outras Engenharias
szhb890j74ym52tuithszhb8980v3cnu,Masculino,Analista de Dados/Data Analyst,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
szjd3rozl66s6pk42szu7tdxt7t8lwwv,Feminino,Analista de Dados/Data Analyst,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
szkm1xsz1capwcxw6i9tszkm1xl24pbc,Feminino,,Mais de 10 anos,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios
szwf3cgv8h2v7g0kb3288iszwf3cg3yw,Masculino,Analista de Negócios/Business Analyst,de 3 a 4 anos,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
t00iwgfr1k4jf960s3nt00ieh1supww4,Masculino,,Mais de 10 anos,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
t049a8zjsz2stxjr6yt049a8d9o0ctul,Masculino,Cientista de Dados/Data Scientist,de 7 a 10 anos,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
t0q3s5i55n8jp5wxt0q3uilblznx03ui,Masculino,Outra Opção,de 1 a 2 anos,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
t0s9tubqv8fg29frnpt0s9th9at4mg98,Masculino,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de 5 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
t0yj5wtcdew47yeiiafhjt0yj5wtwnd7,Feminino,Analytics Engineer,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
t0zynhb84x5oqc9ik8iyt0zygzoefx8n,Masculino,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
t130yagz8k9s7lctpt13070u67di5z3a,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 5 a 6 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
t1j1nf6xs3fqy34t1j1no7lz5hhhmx6n,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 5 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
t20di5l99s2mvm1571t208ctq7eebhjj,Feminino,Professor/Pesquisador,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
t28av1plw13eyopa077c4kpt28av7kcc,Masculino,Analista de BI/BI Analyst,Menos de 1 ano,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
t2dx7jt3xz0qa0s6kt2dx7jimd6kxwdv,Feminino,Analytics Engineer,de 5 a 6 anos,Graduação/Bacharelado,Outras Engenharias
t2hxmhpt2m82m9gdkt2hx8282ldqx7yx,Masculino,Analista de Dados/Data Analyst,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
t2itihhxz6icqt2oxks4l84x5o66ikpx,Masculino,,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
t2mvw3983m8tvlq9pt2mvwosxnz24fwq,Masculino,Analista de Dados/Data Analyst,de 3 a 4 anos,Mestrado,Outra opção
t2p8gh69asfvut2p8bdxsqoh3w5ds5d0,Feminino,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Mais de 10 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
t2wijfbz52f43pk420cct2wijfbz0xwb,Feminino,Analista de BI/BI Analyst,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
t2ydwnuqcj97tg5oqt2yd3cecoah985j,Masculino,Analista de BI/BI Analyst,de 1 a 2 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
t3wztqgefukxgmdt3wo6ugqs9iplvbe7,Masculino,Cientista de Dados/Data Scientist,de 1 a 2 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
t415ssl92uvdt41v4drli9r4fbxrr4pw,Masculino,Analista de BI/BI Analyst,Menos de 1 ano,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
t44gnbfx7dbmcjwbnbwdet44gnbmmihd,Feminino,Analista de Dados/Data Analyst,de 1 a 2 anos,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
t4jz7bddd9oasz9h8g5jt4jz7onvowhf,Masculino,,Menos de 1 ano,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
t4l2lxtfr2sa3994lhpt4l2lxtf9it5h,Masculino,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
t4lwywp30fx524fethvkt4lwyzjp78xn,Masculino,Analista de Negócios/Business Analyst,de 3 a 4 anos,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo
t583y0nkhipl7ooj56wpt583y0uc4omt,Feminino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
